,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
351,Diamantino,BR,-14.4086,-56.4461,85.8,66,51,4.07,broken clouds
352,Guerrero Negro,MX,27.9769,-114.0611,61.14,54,0,12.1,clear sky
353,Marawi,PH,7.9986,124.2928,66.54,92,99,2.39,overcast clouds
354,Ust-Ordynskiy,RU,52.805,104.7508,-0.4,65,75,20.13,snow
355,Gweru,ZW,-19.45,29.8167,68.65,89,100,4.92,moderate rain
356,Sao Filipe,CV,14.8961,-24.4956,76.91,55,100,10.76,overcast clouds
357,Belaya Gora,RU,68.5333,146.4167,-34.13,84,40,3.71,scattered clouds
358,Luderitz,NA,-26.6481,15.1594,73.74,47,0,28.3,clear sky
359,Ilheus,BR,-14.7889,-39.0494,86.0,70,40,13.8,scattered clouds
360,Malanje,AO,-9.5402,16.341,86.0,79,75,6.91,light rain
361,Zyryanka,RU,65.75,150.85,-31.85,83,100,10.85,overcast clouds
362,Muros,ES,42.7762,-9.0603,55.99,73,100,5.01,overcast clouds
363,Nanortalik,GL,60.1432,-45.2371,36.12,77,100,16.73,overcast clouds
364,Lazaro Cardenas,MX,17.9583,-102.2,84.22,51,11,5.57,few clouds
365,Katobu,ID,-4.9408,122.5276,74.82,96,100,5.55,overcast clouds
366,Kununurra,AU,-15.7667,128.7333,78.8,100,100,6.38,overcast clouds
367,Harper,LR,4.375,-7.7169,81.84,78,54,9.35,light rain
368,Dordrecht,NL,51.81,4.6736,36.0,82,100,10.0,overcast clouds
369,Nome,US,64.5011,-165.4064,-13.0,77,1,6.91,clear sky
370,Sayyan,YE,15.1718,44.3244,55.09,39,23,4.36,few clouds
371,Slave Lake,CA,55.2834,-114.769,-5.8,84,1,8.05,mist
372,Rawson,AR,-43.3002,-65.1023,66.22,40,0,15.64,clear sky
373,Rodeo,US,38.033,-122.2669,48.99,76,90,3.71,overcast clouds
374,Tahta,EG,26.7693,31.5021,64.4,34,0,5.75,clear sky
375,Severomuysk,RU,56.1481,113.4267,-36.74,79,0,1.86,clear sky
376,Votkinsk,RU,57.0486,53.9872,27.0,94,100,5.99,snow
377,Carutapera,BR,-1.195,-46.02,82.22,80,87,10.42,overcast clouds
378,Catio,GW,11.2833,-15.25,89.19,32,0,11.59,clear sky
379,Bowen,AU,-20.0167,148.2333,77.0,88,90,8.05,overcast clouds
380,Saint George,US,37.1041,-113.5841,39.99,93,1,1.95,clear sky
381,Lingao,CN,19.9103,109.6859,64.26,90,4,10.54,clear sky
382,Skibbereen,IE,51.55,-9.2667,41.0,87,75,9.22,broken clouds
383,Sola,VU,-13.8833,167.55,81.09,81,98,16.42,overcast clouds
384,Komsomolskiy,UZ,40.4272,71.7189,41.0,30,98,4.61,overcast clouds
385,Yar-Sale,RU,66.8333,70.8333,-25.02,86,100,15.86,light snow
386,La Vergne,US,36.0156,-86.5819,46.99,53,90,4.61,overcast clouds
387,Terralba,IT,39.7192,8.6392,59.0,88,40,8.05,scattered clouds
388,Gushikawa,JP,26.3544,127.8686,59.0,81,75,5.75,broken clouds
389,Toora-Khem,RU,52.4675,96.11,-1.44,83,85,10.51,overcast clouds
390,Port Moresby,PG,-9.4431,147.1797,75.2,94,75,13.8,light rain
391,Tucupita,VE,9.0622,-62.051,81.45,79,61,5.91,broken clouds
392,Dunedin,NZ,-45.8742,170.5036,54.0,81,25,5.01,scattered clouds
393,Yuancheng,CN,36.652,107.7896,28.81,69,99,8.28,overcast clouds
394,Richards Bay,ZA,-28.783,32.0377,77.79,80,85,6.76,overcast clouds
395,Hamilton,US,39.1834,-84.5333,34.0,51,90,9.22,overcast clouds
396,Canberra,AU,-35.2835,149.1281,66.2,88,90,3.44,overcast clouds
397,Maarianhamina,AX,60.0973,19.9348,28.4,74,90,11.5,overcast clouds
398,Khandyga,RU,62.6667,135.6,-51.61,76,55,0.69,broken clouds
399,Vila Velha,BR,-20.3297,-40.2925,87.8,55,20,17.27,few clouds
400,San-Pedro,CI,4.7485,-6.6363,81.09,82,59,9.35,light rain
401,Jumla,NP,29.2747,82.1838,31.37,68,0,3.0,clear sky
402,Hoopstad,ZA,-27.8327,25.9083,78.48,48,89,9.33,overcast clouds
403,Bouafle,CI,6.9904,-5.7442,93.2,46,20,3.13,haze
404,Urumqi,CN,43.801,87.6005,3.2,85,15,1.63,fog
405,Tabou,CI,4.423,-7.3528,81.05,82,45,8.9,moderate rain
406,Hasaki,JP,35.7333,140.8333,26.6,68,20,3.44,few clouds
407,Blagoveshchenka,RU,52.8333,79.8667,6.96,95,10,8.81,clear sky
408,Dongzhen,CN,22.3797,110.9389,60.04,82,0,1.43,clear sky
409,Mareeba,AU,-17.0,145.4333,75.2,83,100,1.72,overcast clouds
410,Yei,SS,4.095,30.6779,81.59,26,8,6.02,clear sky
411,Oktyabrskoye,RU,43.0645,44.7417,37.4,93,75,11.18,broken clouds
412,Kuandian,CN,40.7286,124.7847,6.73,85,15,2.62,few clouds
413,Dargaville,NZ,-35.9333,173.8833,52.72,85,0,2.48,clear sky
414,Bani,DO,18.2833,-70.3333,82.4,69,40,11.5,scattered clouds
415,Verkhnyaya Inta,RU,65.9811,60.3094,0.9,87,100,9.6,overcast clouds
416,Erzin,TR,36.9559,36.2,48.99,94,100,11.99,light rain
417,Omidiyeh,IR,30.7597,49.705,55.4,62,0,9.22,clear sky
418,Ulaanbaatar,MN,47.9077,106.8832,-4.0,77,40,2.24,light snow
419,Bilma,NE,18.6853,12.9164,68.74,20,49,6.29,scattered clouds
420,Mananjary,MG,-21.2167,48.3333,80.37,79,13,8.7,few clouds
421,Garmsar,IR,35.2182,52.3409,50.81,46,62,10.09,broken clouds
422,Kamyaran,IR,34.7956,46.9355,35.6,69,20,11.5,few clouds
423,Fort Nelson,CA,58.8053,-122.7002,-23.8,76,40,1.12,scattered clouds
424,Coahuayana,MX,18.7333,-103.6833,84.2,45,1,3.94,clear sky
425,Nizhniy Kuranakh,RU,58.8353,125.4869,-39.17,78,96,1.68,overcast clouds
426,Hammel,DK,56.2576,9.8632,30.99,89,40,3.0,scattered clouds
427,Don Benito,ES,38.9563,-5.8616,55.0,67,93,11.99,overcast clouds
428,Puerto Leguizamo,CO,-0.1934,-74.7819,91.67,41,67,5.64,broken clouds
429,Peniche,PT,39.3558,-9.3811,57.99,73,69,14.0,broken clouds
430,Plettenberg Bay,ZA,-34.0527,23.3716,70.05,68,3,4.41,clear sky
431,Hami,CN,42.8,93.45,22.19,83,0,1.57,clear sky
432,Westport,US,41.1415,-73.3579,25.0,42,1,12.66,clear sky
433,Roma,US,43.2128,-75.4557,12.99,67,90,4.61,overcast clouds
434,Huescar,ES,37.811,-2.5412,53.01,52,45,5.99,scattered clouds
435,Lata,PT,40.1629,-8.3327,55.99,84,85,5.01,overcast clouds
436,Vostok,RU,46.4856,135.8833,-18.76,88,100,3.62,overcast clouds
437,Doume,CM,4.2333,13.45,85.84,30,73,2.59,broken clouds
438,Caravelas,BR,-17.7125,-39.2481,85.01,53,6,9.28,clear sky
439,Burgersdorp,ZA,-30.9977,26.3286,78.94,17,0,8.86,clear sky
440,Nabire,ID,-3.3667,135.4833,76.23,87,100,2.73,overcast clouds
441,Ugoofaaru,MV,5.6667,73.0,81.57,70,71,9.78,broken clouds
442,Susangerd,IR,31.5608,48.1831,59.0,44,0,6.91,clear sky
443,Marathon,US,44.9,-89.7668,30.99,80,90,11.5,light snow
444,Tarko-Sale,RU,64.9225,77.785,-29.42,83,100,10.04,overcast clouds
445,Sucua,EC,-2.4667,-78.1667,69.8,83,90,5.75,light rain
446,Taman,RU,45.2117,36.7161,44.6,61,95,11.18,overcast clouds
447,Atar,MR,20.5169,-13.0499,88.43,10,26,13.24,scattered clouds
448,Linkou,CN,45.3,130.2833,-19.25,82,0,2.98,clear sky
449,Kamaishi,JP,39.2667,141.8833,27.05,91,5,8.3,clear sky
450,Sasina,BA,44.7987,16.739,46.4,87,0,2.3,clear sky
451,Patitirion,GR,39.15,23.8667,57.2,54,20,17.27,few clouds
452,Longyearbyen,SJ,78.2186,15.6401,-2.2,50,20,20.71,few clouds
453,Erenhot,CN,43.6475,111.9767,15.04,90,0,11.9,clear sky
454,Bairiki,KI,1.3292,172.9752,78.8,83,40,12.66,scattered clouds
455,Yenagoa,NG,4.9247,6.2642,86.47,61,72,11.05,broken clouds
456,Khor,RU,47.8861,134.9464,-18.72,87,75,7.09,broken clouds
457,Jobat,IN,22.4167,74.5667,65.82,26,0,5.08,clear sky
458,Fairbanks,US,64.8378,-147.7164,-7.6,77,90,1.39,light snow
459,Rensvik,NO,63.1,7.8167,32.0,93,75,6.91,snow
460,Perth,AU,-31.9333,115.8333,75.99,38,0,21.85,clear sky
461,Ikot Ekpene,NG,5.1794,7.7108,92.89,34,37,6.02,scattered clouds
462,Zima,RU,53.9202,102.0442,-17.14,85,100,15.03,overcast clouds
463,Heishan,CN,41.6892,122.1128,9.19,84,97,2.66,overcast clouds
464,Sydney,AU,-33.8679,151.2073,72.0,94,40,24.16,scattered clouds
465,Gazojak,TM,41.1875,61.4036,46.29,52,98,6.82,overcast clouds
466,Mehamn,NO,71.0357,27.8492,26.04,97,100,22.15,light snow
467,Macultepec,MX,18.1667,-92.8333,77.0,78,40,13.8,scattered clouds
468,Tongren,CN,27.7172,109.1853,48.27,80,100,2.01,overcast clouds
469,Imeni Poliny Osipenko,RU,52.4201,136.4853,-8.79,91,100,0.51,overcast clouds
470,Batagay,RU,67.6333,134.6333,-46.61,76,90,0.78,overcast clouds
471,Gorontalo,ID,0.5412,123.0595,73.85,88,79,3.6,broken clouds
472,Takoradi,GH,4.8845,-1.7554,83.17,73,6,10.13,light rain
473,Miraflores,MX,19.2167,-98.8083,66.2,39,40,3.44,scattered clouds
474,Gat,IL,31.61,34.7642,55.0,48,0,1.01,clear sky
475,Kalat,PK,29.0225,66.5916,48.58,37,0,7.14,clear sky
476,Springbok,ZA,-29.6643,17.8865,73.76,38,0,9.55,clear sky
477,Zonguldak,TR,41.25,31.8333,38.21,91,100,5.37,overcast clouds
478,Tabas,IR,33.5959,56.9244,60.51,43,98,7.76,overcast clouds
479,Cam Ranh,VN,11.9214,109.1591,73.4,73,20,9.22,few clouds
480,Kitimat,CA,54.0524,-128.6534,21.99,88,97,5.32,overcast clouds
481,Chara,RU,56.9064,118.2631,-31.81,76,89,0.74,overcast clouds
482,Warrnambool,AU,-38.3833,142.4833,55.09,82,8,6.02,clear sky
483,Sinnamary,GF,5.3833,-52.95,80.24,86,90,14.99,light rain
484,Russell,US,32.3502,-85.1999,55.4,44,1,10.36,clear sky
485,Vila Franca Do Campo,PT,37.7167,-25.4333,64.99,94,40,16.11,scattered clouds
486,Kingman,US,35.1894,-114.053,41.0,65,1,5.75,clear sky
487,Kurbnesh,AL,41.7797,20.0836,48.2,81,0,3.44,clear sky
488,Huilong,CN,31.8111,121.655,51.01,73,88,3.0,light rain
489,Cua,VE,10.1589,-66.8858,87.8,70,20,5.19,few clouds
490,Barranca,PE,-10.75,-77.7667,75.11,65,100,9.71,overcast clouds
491,Nushki,PK,29.5542,66.0215,60.39,24,1,5.37,clear sky
492,Praia Da Vitoria,PT,38.7333,-27.0667,66.2,82,75,26.89,broken clouds
493,Kirakira,SB,-10.4544,161.9205,77.81,86,100,7.0,overcast clouds
494,Luwuk,ID,-0.9516,122.7875,77.85,64,100,4.99,overcast clouds
495,Wairoa,NZ,-39.0333,177.3667,55.99,78,66,1.99,broken clouds
496,Swellendam,ZA,-34.0226,20.4417,77.92,45,0,9.95,clear sky
497,Yantzaza,EC,-3.8278,-78.7594,83.39,51,63,3.44,light rain
498,Arlington Heights,US,42.0884,-87.9806,33.8,55,90,11.5,overcast clouds
499,Asyut,EG,27.181,31.1837,62.6,45,0,4.61,clear sky
500,Acapulco,MX,16.8634,-99.8901,89.6,43,75,3.44,broken clouds
501,Kemijarvi,FI,66.7131,27.4306,10.49,95,100,5.61,light snow
502,Hirado,JP,33.3597,129.5531,42.01,81,62,8.99,broken clouds
503,Ravar,IR,31.2656,56.8055,61.18,34,2,22.08,clear sky
504,Saint-Denis,FR,48.9167,2.3333,52.0,87,75,3.44,broken clouds
505,Santa Marta,CO,11.2408,-74.199,95.0,45,18,1.99,few clouds
506,Bathsheba,BB,13.2167,-59.5167,84.2,61,40,14.97,scattered clouds
507,Ephrata,US,40.1798,-76.1788,30.99,37,1,9.22,clear sky
508,Brookings,US,44.3114,-96.7984,26.6,93,90,8.05,mist
509,Sijunjung,ID,-0.6876,100.9537,72.48,88,100,1.14,overcast clouds
510,College,US,64.8569,-147.8028,-7.6,77,90,1.21,light snow
511,Ewa Beach,US,21.3156,-158.0072,71.6,83,1,3.44,light rain
512,Dryden,CA,49.7833,-92.7503,19.4,86,90,6.91,light snow
513,Karratha,AU,-20.7377,116.8463,85.17,55,89,13.8,overcast clouds
514,Lufilufi,WS,-13.8745,-171.5986,80.6,89,90,10.36,light intensity drizzle
515,San Cristobal,VE,7.7669,-72.225,82.4,61,40,11.5,scattered clouds
516,Fairhope,US,30.523,-87.9033,64.0,55,1,12.66,clear sky
517,Portobelo,PA,9.55,-79.65,82.0,69,38,15.99,scattered clouds
518,Remontnoye,RU,46.5614,43.6501,35.6,93,14,15.66,few clouds
519,Geraldton,AU,-28.7667,114.6,86.0,25,0,11.5,clear sky
520,Novikovo,RU,51.1537,37.8879,28.33,98,100,8.39,snow
521,Darhan,MN,49.4867,105.9228,5.63,89,93,1.25,overcast clouds
522,Agadez,NE,19.75,10.25,60.93,28,0,1.74,clear sky
523,Malaya Vishera,RU,58.8454,32.2222,25.32,98,95,7.61,snow
524,Biltine,TD,14.5333,20.9167,80.53,16,0,9.82,clear sky
525,Tezu,IN,27.9167,96.1667,58.33,52,29,3.91,scattered clouds
526,Kadoma,JP,34.7333,135.5833,43.0,52,2,6.71,light rain
527,Shingu,JP,33.7333,135.9833,40.71,79,18,5.55,few clouds
528,Zhangjiakou,CN,40.81,114.8794,23.47,82,0,0.89,clear sky
529,Pampierstad,ZA,-27.7832,24.6877,83.7,34,31,0.38,scattered clouds
530,Sicuani,PE,-14.2694,-71.2261,58.75,52,82,7.2,broken clouds
531,Alofi,NU,-19.0595,-169.9187,75.2,94,100,8.05,light rain
532,Kungurtug,RU,50.5994,97.5228,0.27,85,42,7.94,scattered clouds
533,Kutum,SD,14.2,24.6667,66.16,23,0,11.63,clear sky
534,Winsum,NL,53.33,6.5208,30.0,90,82,9.33,broken clouds
535,Novopokrovka,UA,49.8425,36.5477,33.8,93,90,11.18,moderate rain
536,Kabanjahe,ID,3.1001,98.4908,77.0,100,40,3.44,mist
537,Itainopolis,BR,-7.4469,-41.4783,92.07,39,100,7.29,overcast clouds
538,Raudeberg,NO,61.9875,5.1352,33.01,93,93,7.81,snow
539,Nantucket,US,41.2835,-70.0995,19.4,68,20,14.97,few clouds
540,Ewo,CG,-0.8725,14.8206,75.11,81,100,3.6,overcast clouds
541,Kampene,CD,-3.6,26.6667,74.44,85,93,1.57,light rain
542,Carauari,BR,-4.8828,-66.8958,91.35,55,20,4.14,few clouds
543,Berlevag,NO,70.8578,29.0864,25.77,96,100,23.53,light snow
544,Red Deer,CA,52.2668,-113.802,1.4,77,1,4.61,clear sky
545,Araripina,BR,-7.5761,-40.4983,78.87,67,100,5.79,moderate rain
546,Turayf,SA,31.6725,38.6637,48.2,76,0,4.61,clear sky
547,Tucumcari,US,35.1717,-103.725,51.8,28,1,28.77,clear sky
548,Praia,CV,14.9215,-23.5087,80.6,44,0,18.41,clear sky
549,Bouna,CI,9.2667,-3.0,98.65,9,8,5.79,clear sky
550,Eydhafushi,MV,5.1033,73.0708,81.43,70,42,10.11,scattered clouds
551,Surgut,RU,61.25,73.4167,-23.8,76,40,13.42,scattered clouds
552,Codajas,BR,-3.8367,-62.0569,83.53,81,97,4.52,overcast clouds
553,Srednekolymsk,RU,67.45,153.6833,-40.7,81,65,2.17,broken clouds
554,Bodden Town,KY,19.2833,-81.25,80.6,57,40,18.41,scattered clouds
555,Olga,RU,43.7444,135.2892,-2.31,81,0,10.85,clear sky
556,Devarkonda,IN,16.7,78.9333,72.97,54,19,5.64,few clouds
557,Whyalla,AU,-33.0333,137.5833,66.2,72,100,12.66,overcast clouds
558,Charters Towers,AU,-20.1,146.2667,72.91,84,96,5.01,overcast clouds
559,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,45,20,6.91,few clouds
560,Chern,RU,53.4523,36.9145,23.43,97,100,11.25,light snow
561,Grand-Santi,GF,4.25,-54.3833,81.1,90,47,3.87,scattered clouds
562,Cap Malheureux,MU,-19.9842,57.6142,79.0,81,0,3.0,clear sky
563,Loveland,US,40.3978,-105.075,48.99,31,1,16.11,clear sky
564,Simbahan,PH,6.3032,120.5836,81.57,77,90,23.47,overcast clouds
565,Huarmey,PE,-10.0681,-78.1522,77.04,60,92,12.06,overcast clouds
566,Jhunjhunun,IN,28.1307,75.4014,53.8,36,0,2.48,clear sky
567,Maloy,NO,61.9353,5.1136,33.01,100,75,5.75,snow
568,Ahuimanu,US,21.4447,-157.8378,73.4,73,75,14.97,light rain
569,Phalodi,IN,27.1333,72.3667,57.47,26,0,3.42,clear sky
570,Langres,FR,47.8333,5.3333,48.99,89,100,7.49,overcast clouds
571,Valdivia,CL,-39.8142,-73.2459,71.6,46,0,3.44,clear sky
572,Gravdal,NO,68.1214,13.5031,26.55,88,1,6.17,clear sky
573,Mao,ES,39.8885,4.2658,57.2,67,40,10.36,scattered clouds
574,Pailon,BO,-17.65,-62.75,88.11,53,46,18.75,scattered clouds
575,Maues,BR,-3.3836,-57.7186,89.58,58,59,2.39,light rain
576,Yarmouth,US,41.7057,-70.2286,19.99,63,75,10.36,broken clouds
577,Manoel Urbano,BR,-8.8389,-69.2597,83.5,83,49,3.78,scattered clouds
578,Kapit,MY,2.0167,112.9333,74.34,95,100,0.92,heavy intensity rain
579,Sao Jose De Ribamar,BR,-2.5619,-44.0542,89.6,66,40,17.27,scattered clouds
580,Pathein,MM,16.7833,94.7333,71.69,60,32,4.52,scattered clouds
581,Chake Chake,TZ,-5.2459,39.7666,78.98,79,100,11.7,overcast clouds
582,Delmiro Gouveia,BR,-9.3886,-37.9992,91.96,37,100,9.51,heavy intensity rain
583,Anzio,IT,41.4853,12.6179,55.99,81,56,3.0,broken clouds
584,Mizan Teferi,ET,6.9833,35.5833,68.94,62,51,0.6,broken clouds
585,Viseu,PT,40.661,-7.9097,50.0,90,85,10.0,overcast clouds
586,Nigde,TR,37.8333,34.75,29.21,97,100,8.46,light snow
587,Cervo,ES,43.6702,-7.4101,54.0,85,77,14.0,broken clouds
588,Seondha,IN,26.1578,78.7797,52.72,42,0,1.34,clear sky
589,Rolla,US,37.9514,-91.7713,39.99,93,90,18.41,moderate rain
590,Taltal,CL,-25.4,-70.4833,71.69,55,9,4.92,clear sky
591,Linares,CL,-35.85,-71.6,60.91,95,100,3.02,overcast clouds
592,Bahia Honda,CU,22.9036,-83.1592,73.2,59,9,11.36,clear sky
593,Goundam,ML,16.4145,-3.6708,89.19,11,0,9.86,clear sky
594,Kieta,PG,-6.2167,155.6333,81.48,80,88,14.12,light rain
595,Coihaique,CL,-45.5752,-72.0662,66.2,39,20,10.36,few clouds
596,Tornio,FI,65.8481,24.1466,14.0,85,90,9.22,light snow
597,Pitimbu,BR,-7.4706,-34.8086,87.8,58,40,14.97,scattered clouds
598,Masalli,KR,34.7959,126.6553,32.0,100,2,6.91,fog
599,Whitehorse,CA,60.7161,-135.0538,-9.0,84,75,0.6,broken clouds
600,Porto Walter,BR,-8.2686,-72.7439,72.43,98,100,3.38,overcast clouds
601,Macia,MZ,-25.0269,33.0989,78.26,80,13,7.49,few clouds
602,Saint-Joseph,RE,-21.3667,55.6167,80.6,65,0,9.22,light rain
603,Monte Patria,CL,-30.6919,-70.9467,87.89,18,3,12.33,clear sky
604,Margate,GB,51.3813,1.3862,41.0,96,100,7.0,overcast clouds
605,Sovetskiy,RU,61.3614,63.5842,-4.9,92,100,4.36,light snow
606,Letlhakane,BW,-21.4167,25.5833,82.24,52,60,0.49,broken clouds
607,Sobolevo,RU,54.4299,31.8996,21.33,97,100,11.41,light snow
608,Groningen,NL,53.25,6.75,30.0,86,20,8.05,few clouds
609,Korla,CN,41.7597,86.1469,25.0,79,0,5.93,clear sky
610,Oktyabrskiy,RU,54.4815,53.471,24.69,96,100,10.22,overcast clouds
611,Gizo,SB,-8.103,156.8419,83.68,78,71,18.86,broken clouds
612,Mbandaka,CD,0.0487,18.2603,75.94,88,69,10.76,moderate rain
613,Bom Jesus,BR,-9.0744,-44.3586,93.54,35,35,8.43,scattered clouds
614,Janow Lubelski,PL,50.707,22.4104,27.0,92,100,5.01,light snow
615,Mehran,IR,33.1222,46.1646,35.6,80,40,6.91,scattered clouds
616,La Union,PE,-5.4,-80.75,88.02,40,5,8.48,clear sky
617,Pimentel,PE,-6.8367,-79.9342,82.4,54,0,13.8,clear sky
618,Comarapa,BO,-17.9,-64.4833,68.36,69,59,8.57,broken clouds
619,Noumea,NC,-22.2763,166.4572,68.0,83,40,9.64,scattered clouds
620,Artyom,AZ,40.4723,50.333,42.8,87,90,9.22,overcast clouds
621,Chaiyaphum,TH,15.75,102.0,72.5,51,26,6.69,scattered clouds
622,Paciran,ID,-6.8767,112.3761,77.43,86,100,7.9,light rain
623,Hanzhong,CN,33.0728,107.0303,43.99,56,92,0.83,overcast clouds
624,Chifeng,CN,42.2683,118.9636,1.67,89,41,1.28,scattered clouds
625,Sambava,MG,-14.2667,50.1667,79.84,78,33,2.66,scattered clouds
626,Wanning,CN,18.8003,110.3967,68.2,87,38,10.07,scattered clouds
627,Xinqing,CN,48.2333,129.5,-24.48,83,0,2.21,clear sky
628,Ilam,NP,26.9167,87.9167,46.94,64,4,4.47,clear sky
629,Urucara,BR,-2.5364,-57.76,86.83,68,13,4.54,few clouds
630,Luancheng,CN,37.8792,114.6517,28.4,80,100,6.71,overcast clouds
631,Talcahuano,CL,-36.7167,-73.1167,66.2,82,75,1.14,broken clouds
632,Coos Bay,US,43.3665,-124.2179,46.99,100,90,5.75,overcast clouds
633,Nakhon Phanom,TH,17.3333,104.4167,64.67,73,48,8.19,scattered clouds
634,Jacareacanga,BR,-6.2222,-57.7528,76.73,87,100,3.04,overcast clouds
635,Catamarca,AR,-28.4696,-65.7852,72.0,83,59,19.53,broken clouds
636,Am Timan,TD,11.0297,20.2827,85.98,15,0,5.39,clear sky
637,Paranaiba,BR,-19.6772,-51.1908,89.53,50,72,6.29,broken clouds
638,Neuquen,AR,-38.9516,-68.0591,73.4,53,75,3.44,broken clouds
639,Yarensk,RU,62.1675,49.0916,26.4,98,99,7.83,light snow
640,Saladoblanco,CO,1.9924,-76.0434,80.04,49,76,3.65,broken clouds
641,Lashio,MM,22.9333,97.75,53.22,65,2,1.81,clear sky
642,Suksun,RU,57.1431,57.3949,21.33,97,100,6.87,overcast clouds
643,Kizukuri,JP,40.8061,140.3861,28.99,38,99,17.0,overcast clouds
644,Ejea De Los Caballeros,ES,42.1263,-1.1372,59.0,76,20,14.97,few clouds
645,Namibe,AO,-15.1961,12.1522,75.81,71,88,12.17,overcast clouds
646,Antalaha,MG,-14.9003,50.2788,79.05,79,42,1.92,scattered clouds
647,Azare,NG,11.6765,10.1948,82.24,15,3,7.49,clear sky
648,Half Moon Bay,US,37.4636,-122.4286,51.01,87,90,6.11,overcast clouds
649,El Carrizo,MX,24.0261,-106.8814,80.78,38,0,3.09,clear sky
650,Kambove,CD,-10.8764,26.5969,65.91,92,100,0.63,overcast clouds
651,Whitianga,NZ,-36.8333,175.7,53.01,81,0,1.01,clear sky
652,Husavik,IS,66.0449,-17.3389,19.4,63,75,6.91,broken clouds
653,Zheleznodorozhnyy,RU,55.7503,38.0042,28.4,74,75,11.18,snow
654,Lukang,TW,24.0567,120.4352,59.0,94,20,2.3,mist
655,Timmins,CA,48.4669,-81.3331,1.4,78,75,2.3,broken clouds
656,Cienfuegos,CU,22.1461,-80.4356,77.0,47,20,13.8,few clouds
657,Zlobin,HR,45.2924,14.6541,48.99,81,75,4.61,broken clouds
658,Tiarei,PF,-17.5333,-149.3333,78.8,69,75,5.75,light rain
659,Nelson Bay,AU,-32.7167,152.15,69.01,100,9,1.14,clear sky
660,Salamiyah,SY,35.0113,37.0532,50.11,65,98,12.82,overcast clouds
661,Necochea,AR,-38.5473,-58.7368,69.01,47,100,15.14,overcast clouds
662,Port Macquarie,AU,-31.4333,152.9167,70.0,99,29,8.63,scattered clouds
663,Shubarshi,KZ,48.5872,57.1869,17.94,95,65,5.37,broken clouds
664,Aksarka,RU,66.5606,67.7975,-21.77,85,100,10.2,overcast clouds
665,Muisne,EC,0.6,-80.0333,80.6,94,90,3.44,light rain
666,Gomba,HU,47.3709,19.5306,44.01,75,0,4.61,clear sky
667,Bandarbeyla,SO,9.4942,50.8122,75.02,71,0,14.38,clear sky
668,Lidzbark Warminski,PL,54.1259,20.5795,24.75,96,100,7.61,overcast clouds
669,Kaiyuan,CN,23.6977,103.3037,51.17,88,5,5.79,clear sky
670,Krasnoarmeysk,RU,51.0239,45.6969,33.01,94,100,1.01,overcast clouds
671,Banff,CA,51.1762,-115.5698,17.6,85,83,4.61,broken clouds
672,Qaqortoq,GL,60.7167,-46.0333,41.0,30,75,35.68,broken clouds
673,Harlingen,US,26.1906,-97.6961,80.6,61,40,29.93,scattered clouds
674,Orange Cove,US,36.6244,-119.3137,48.99,100,1,4.61,clear sky
675,Sakakah,SA,29.9697,40.2064,51.8,35,0,5.19,clear sky
676,Visby,SE,57.6409,18.296,27.0,86,90,14.97,overcast clouds
677,Tomari,RU,47.7658,142.0683,13.35,94,100,15.46,snow
678,Zirl,AT,47.3028,11.2745,41.0,93,75,4.61,light rain
679,Flinders,AU,-34.5833,150.8552,72.0,86,51,5.99,broken clouds
680,Jodhpur,IN,26.2867,73.03,52.57,44,0,1.57,clear sky
681,Ilo,PE,-17.6394,-71.3375,75.2,69,0,8.05,clear sky
682,Shahrud,IR,36.4182,54.9763,42.91,62,100,2.24,overcast clouds
683,Escanaba,US,45.7453,-87.0646,28.4,74,90,13.8,overcast clouds
684,Oxford,GB,51.7522,-1.256,37.4,93,90,19.57,overcast clouds
685,Poshtove,UA,44.8311,33.9545,50.0,39,84,5.01,broken clouds
686,Samoylovka,RU,51.184,43.7081,30.31,99,99,7.52,overcast clouds
687,Bosaso,SO,11.2842,49.1816,73.67,73,0,6.31,clear sky
688,Tromso,NO,69.6496,18.957,19.0,79,0,3.44,clear sky
689,Kapitanivka,UA,48.9172,31.7167,36.55,97,100,12.68,overcast clouds
690,Minab,IR,27.1467,57.0801,71.6,64,40,4.61,scattered clouds
691,Barra Do Garcas,BR,-15.89,-52.2567,91.4,55,40,4.61,scattered clouds
692,Berdigestyakh,RU,62.0989,126.6992,-49.76,76,54,1.61,broken clouds
